guidance_title,source_pdf
5266.11 Incoming Publications,https://www.bop.gov/policy/progstat/5266_011.pdf
"All FELs-Nov2011-Open Letter-Clarify the Definition of ""display fireworks"" in the Federal Explosives Regulations",https://www.atf.gov/file/60131/download
ATF Firearms Tracing Guide (ATF P 3312.13),https://www.atf.gov/file/58631/download
"October 26, 2011 IER Technical Assistance Letter on documentation concerns",https://www.justice.gov/sites/default/files/crt/legacy/2011/11/16/149.pdf
Statement of Antitrust Enforcement Policy Regarding Accountable Care Organizations Participating in the Medicare Shared Savings Program,https://www.justice.gov/sites/default/files/atr/legacy/2011/10/20/276458.pdf
5215.06 District of Columbia Youth Rehabilitation Act (DCYRA) Offenders,https://www.bop.gov/policy/progstat/5215_006.pdf
Brochure- Recordkeeping Requirements for Explosive Material Manufacturers (ATF P 5400.19),https://www.atf.gov/file/58721/download
Brochure- Publication on Daily Summary of Magazine Transactions (DSMT) (ATF P 5400.18),https://www.atf.gov/file/58716/download
OJP's Food and Beverage Policy,https://ojp.gov/financialguide/DOJ/pdfs/foodandbeverage.pdf
5326.05 Marriages of Inmates,https://www.bop.gov/policy/progstat/5326_005.pdf
All FFLs-Sept2011-Open Letter-Marijuana for Medicinal Purposes,https://www.atf.gov/file/60211/download
Considerations for Providing Language Access in a Prosecutorial Agency,https://www.lep.gov/resources/092111_Prosecutors_Planning_Tool.pdf
4700.06 Food Service Manual,https://www.bop.gov/policy/progstat/4700_006.pdf
5110.16 Administration of Sentence for Military Inmates,https://www.bop.gov/policy/progstat/5110_016.pdf
Misdemeanor Crimes of Domestic Violence and Federal Firearms Prohibitions (ATF I 3310.3),https://www.atf.gov/file/58786/download
Protection Orders and Federal Firearms Prohibitions (ATF I 3310.2),https://www.atf.gov/file/58781/download
Federal Firearms Licensees Newsletter - September 2011,https://www.atf.gov/file/56461/download
Implementation of the Provisions of the Voting Rights Act Regarding Language Minority Groups,https://www.justice.gov/crt/page/file/927236/download
All FFLs-Aug2011-Open Letter-Rural Route Address,https://www.atf.gov/file/83406/download
"August 29, 2011 IER Technical Assistance Letter on use of SSNVS",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/31/147.pdf
Nevada-Aug2011-Open Letter-Nevada’s Concealed Firearm Permit Qualifies as Alternative to NICS Check,https://www.atf.gov/file/83436/download
5510.13 Posted Picture File,https://www.bop.gov/policy/progstat/5510_013.pdf
5580.08 Inmate Personal Property,https://www.bop.gov/policy/progstat/5580_008.pdf
"August 19, 2011 IER Technical Assistance Letter on use of E-Verify's Self Check",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/31/146.pdf
"August 18, 2011 IER Technical Assistance Letter  on Form I-9s for new employees",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/31/145.pdf
"August 2, 2011 IER Technical Assistance Letter on E-Verify use",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/04/144.pdf
5270.09 Inmate Discipline Program,https://www.bop.gov/policy/progstat/5270_009.pdf
"July 26, 2011 IER Technical Assistance Letter on termination ",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/04/143.pdf
"July 22, 2011 IER Technical Assistance Letter document requests to contractor",https://www.justice.gov/sites/default/files/crt/legacy/2011/08/04/142.pdf
6010.03 Psychiatric Evaluation and Treatment,https://www.bop.gov/policy/progstat/6010_003.pdf
All FELs-July2011-Open Letter-State/Local Government Entities and Explosives Industry Members Distribution To and Receipt Of Explosive Pest Control Devices (EPCDs),https://www.atf.gov/file/83986/download
"July 1, 2011 IER Technical Assistance Letter on Form I-9 documents",https://www.justice.gov/sites/default/files/crt/legacy/2011/07/13/140.pdf
"July 1, 2011 IER Technical Assistance Letter on name and Social Security number mismatch",https://www.justice.gov/sites/default/files/crt/legacy/2011/07/13/141.pdf
ADA Requirements: Service Animals ,https://www.ada.gov/service_animals_2010.htm
ADA Requirements: Ticket Sales ,https://www.ada.gov/ticketing_2010.htm
Employer Best Practices During Worksite Enforcement Audits,https://www.justice.gov/crt/page/file/1145686/download
ATF Ruling 2011-3- Alternate Locks Authorized for Explosives Magazines,https://www.atf.gov/file/55521/download
Statement on  Integration Mandate of Title II of ADA and Olmstead ,https://www.ada.gov/olmstead/q&a_olmstead.htm
Iowa-Jun2011-Open Letter-Transferring a Firearm to an Unlicensed Person Using an Iowa Permit Alternative,https://www.atf.gov/file/82796/download
Explosives Industry Newsletter- June 2011,https://www.atf.gov/file/56586/download
Kansas-May2011-Firearms-National Instant Criminal Background Check System (NICS) Requirement Exception.,https://www.atf.gov/file/83401/download
Title VI and EO 13166 Language Access Assessment and Planning ,https://www.lep.gov/resources/2011_Language_Access_Assessment_and_Planning_Tool.pdf
All FFLs-May2011-Open Letter-Complying with Recordkeeping Requirements When the Initial NICS Response is Changed,https://www.atf.gov/file/83431/download
Q&A on Language Access for LEP Individuals,https://www.lep.gov/faqs/042511_Q&A_LEP_General.pdf
Nebraska-Apr2011-Open Letter-Nebraska’s Concealed Handgun Permit Qualifies as Alternative to NICS Check,https://www.atf.gov/file/83426/download
National-Apr2011-Open Letter-Submitting ATF Form 4 or Form 5,https://www.atf.gov/file/83691/download
5265.14 Correspondence,https://www.bop.gov/policy/progstat/5265_014.pdf
5800.16 Mail Management Manual,https://www.bop.gov/policy/progstat/5800_016.pdf
Procedures for the Administration of Section 5 of the Voting Rights Act,https://www.justice.gov/sites/default/files/crt/legacy/2012/01/13/28cfrpart51_gpo.pdf
All FELs-Apr2011-Open Letter-Importance of Security When Storing or Transporting Explosive Materials,https://www.atf.gov/file/84071/download
Communication to State Courts on Language Access with Q&A Attachment,https://www.justice.gov/file/1250731/download
"March 18, 2011 IER Technical Assistance Letter on Form I-9 software",https://www.justice.gov/sites/default/files/crt/legacy/2011/06/07/137.pdf
All FELs-Mar2011-Open Letter-Exemption of Tribal Display Materials,https://www.atf.gov/file/60391/download
Letters to States Regarding Illegal Exclusion of Individuals with HIV/AIDS ,https://www.ada.gov/ta_ag-letters.htm
Explosives Licensees and Permittees: Voluntary Steps to Prepare for a Pending Natural Disaster,https://www.atf.gov/file/58706/download
Brochure- Publication on Voluntary Steps to Prepare for a Pending Natural Disaster (ATF P 5400.16),https://www.atf.gov/file/58706/download
ADA Update: A Primer for Small Business ,https://www.ada.gov/regs2010/smallbusiness/smallbusprimer2010.htm
ATF Ruling 2011-2- Locking Requirements for Outdoor Type 5 Bin and Silo Magazines,https://www.atf.gov/file/55576/download
ADA Requirements: Effective Date and Compliance Date,https://www.ada.gov/revised_effective_dates-2010.htm
Federal Firearms Licensees Newsletter - February 2011,https://www.atf.gov/file/56456/download
ATF Ruling 2011-1- Importers Consolidated Records,https://www.atf.gov/file/11221/download
ATF Ruling 2011-1- Consolidation of Required Records for Importers,https://www.atf.gov/file/55571/download
"January 24, 2011 IER Technical Assistance Letter on document requests",https://www.justice.gov/sites/default/files/crt/legacy/2011/06/07/138.pdf
5280.09 Inmate Furloughs,https://www.bop.gov/policy/progstat/5280_009.pdf
Supplemental Guidelines for Sex Offender Registration and Notification,https://smart.gov/pdfs/SORNAFinalSuppGuidelines01_11_11.pdf
"January 5, 2011 IER Technical Assistance Letter  on document requests",https://www.justice.gov/sites/default/files/crt/legacy/2012/01/09/153.pdf
Federal Protections Against Discrimination (English),https://www.justice.gov/sites/default/files/crt/legacy/2011/04/07/natorigin2.pdf
Federal Protections Against Discrimination (Spanish),https://www.justice.gov/sites/default/files/crt/legacy/2011/04/07/natlorg_spanish.pdf
ATF Ruling 2010-10- Manufacturing Operations Maybe Performed by Licensed Gunsmiths Under Certain Conditions,https://www.atf.gov/file/82791/download
"December 23, 2010 IER Technical Assistance Letter on reverification",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/114.pdf
"December 22, 2010 IER Technical Assistance Letter regarding requesting information from applicants on employment authorization",https://www.justice.gov/sites/default/files/crt/legacy/2011/06/07/135.pdf
"December 22, 2010 IER Technical Assistance Letter regarding sharing Forms I-9",https://www.justice.gov/sites/default/files/crt/legacy/2011/06/07/136.pdf
Prison Industries Enhancement Certification Program (PIECP) Back Wage Policy,https://www.bja.gov/Funding/PIECPBackWagePolicy.pdf
Explosives Industry Newsletter- December 2010,https://www.atf.gov/file/56581/download
ATF Ruling 2010-9- Supporting Documentation for Import Permit Applications,https://www.atf.gov/file/55506/download
ATF Ruling 2010-7- Perforating Gun Storage,https://www.atf.gov/file/55501/download
5311.01 Inmate DNA Sample Collection Procedures,https://www.bop.gov/policy/progstat/5311_001.pdf
ATF Ruling 2010-6- State of Residence,https://www.atf.gov/file/55496/download
All FELs-Nov2010-Open Letter-Explosive Pest Control Devices (EPCDs),https://www.atf.gov/file/84091/download
National-Oct2010-Open Letter-PACT Act and Tobacco in Interstate Commerce,https://www.atf.gov/file/62091/download
National-Oct2010-Open Letter-Prevent All Cigarette Trafficking Act (PACT Act),https://www.atf.gov/file/62096/download
Open Letter to All Common Carriers or Other Delivery Services Who Transport  Deliver Cigs - 2010-10-21,https://www.atf.gov/file/62086/download
"October 4, 2010 IER Technical Assistance Letter on acceptable documentation",https://www.justice.gov/sites/default/files/crt/legacy/2011/06/07/133.pdf
ATF Ruling 2010-3- Identification of Maxim Side-Plate Receivers,https://www.atf.gov/file/82786/download
"September 27, 2010 IER Technical Assistance Letter on job postings",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/132.pdf
DEA's policy concerning Locum Tenens,https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-12)%20What%20is%20DEA's%20policy%20concerning%20Locum%20Tenens.pdf
All FFLs-Aug2010-Open Letter-Acquisition and Disposition Records Maintained by Licensed Importers,https://www.atf.gov/file/83676/download
"August 19, 2010 IER Technical Assistance Letter on contractor assignments",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/130.pdf
Fact Sheet: Adoption of the 2010 Standards for Accessible Design,https://www.ada.gov/regs2010/factsheets/2010_Standards_factsheet.html
Highlights of Final Rule to Amend the Regulation Implementing Title II ,https://www.ada.gov/regs2010/factsheets/title2_factsheet.html
Highlights of Final Rule to Amend Regulation Implementing Title III,https://www.ada.gov/regs2010/factsheets/title3_factsheet.html
"July 22, 2010 IER Technical Assistance Letter on sharing Forms I-9",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/129.pdf
5880.33 District of Columbia Sentence Computation Manual,https://www.bop.gov/policy/progstat/5880_033.pdf
"July 2, 2010 IER Technical Assistance Letter on termination ",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/131.pdf
Access to Medical Care for Individuals with Mobility Disabilities,https://www.ada.gov/medcare_mobility_ta/medcare_ta.htm
"June 29, 2010 IER Technical Assistance Letter on sponsoring employees",https://www.justice.gov/sites/default/files/crt/legacy/2014/04/02/128.pdf
Joint Dear Colleague Letter: Electronic Book Readers (PDF),https://www2.ed.gov/about/offices/list/ocr/letters/colleague-20100629.pdf
Joint Dear Colleague Letter: Electronic Book Readers (HTML),https://www.ada.gov/kindle_ltr_eddoj.htm
"June 22, 2010 IER Technical Assistance Letter on seasonal employment",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/125.pdf
"June 10, 2010 IER Technical Assistance Letter regarding Form I-9 storage",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/126.pdf
ATF Ruling 2010-2- Visibility of Marks on Explosives Containers Stored in Magazines,https://www.atf.gov/file/55486/download
Explosives Industry Newsletter- June 2010,https://www.atf.gov/file/56576/download
Federal Firearms Licensees Newsletter - June 2010,https://www.atf.gov/file/56451/download
Wyoming-May2010-Firearms-ATF Guidance Regarding Wyoming Firearms Freedom Act,https://www.atf.gov/file/83696/download
ATF Ruling 2010-1- Temporary Assignment of a Firearm by an FFL to an Unlicensed Employee,https://www.atf.gov/file/55481/download
"April 29, 2010 IER Technical Assistance Letter on employer's honesty policy",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/124.pdf
"April 21, 2010 IER Technical Assistance Letter on E-Verify procedures",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/123.pdf
Questions and Answers for Pharmacies (EPCS),https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-10)%20Questions%20and%20Answers%20for%20Pharmacies%20(EPCS).pdf
"Questions and Answers for Providers of Electronic Prescription Applications, Pharmacy Applications, and Intermediaries",https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-11)%20Questions%20and%20Answers%20for%20Providers%20of%20Electronic%20(EPCS).pdf
"March 29, 2010 IER Technical Assistance Letter on acceptable documentation",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/121.pdf
"March 24, 2010 IER Technical Assistance Letter on completing Form I-9",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/122.pdf
"March 23, 2010 IER Technical Assistance Letter on verifying employment authorization",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/119.pdf
"March 17, 2010 IER Technical Assistance Letter on use of E-Verify",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/118.pdf
"March 3, 2010 IER Technical Assistance Letter on name and SSN mismatch",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/117.pdf
Video: Ten Employment Myths,https://www.ada.gov/videogallery.htm#10_employmentmyths
"February 3, 2010 IER Technical Assistance Letter on avoiding discrimination during ICE audit",https://www.justice.gov/sites/default/files/crt/legacy/2012/03/16/116.pdf
National-Feb2010-Open Letter-Locking Requirements for Portable Type-5 Magazines,https://www.atf.gov/file/60601/download
Safety and Security Information for Federal Firearms Licensees (ATF P 3317.2),https://www.atf.gov/file/58656/download
ADA: Know Your Rights - Returning Service Members with Disabilities (English),https://www.ada.gov/servicemembers_adainfo.html
ADA: Know Your Rights - Returning Service Members with Disabilities (Spanish),https://www.ada.gov/servicemembers_adainfo_spanish.html
Brochure- National Tracing Center  – eTrace – Internet-based Firearms Tracing and Analysis (ATF P 3312.9),https://www.atf.gov/file/11261/download
Brochure- National Tracing Center – eTrace – Rastreo y Análisis de Armas de Fuego por Internet (ATF P 3312.9 SP),https://www.atf.gov/file/4956/download
Brochure- National Tracing Center - Información para las Oficinas Policiales (ATF P 3312.7 SP),https://www.atf.gov/file/4951/download
Brochure- Disaster Preparedness for Federal Firearms Licensees (ATF P 3317.7),https://www.atf.gov/file/58666/download
Police Officer’s Guide to Recovered Firearms (ATF P 3312.12),https://www.atf.gov/file/58626/download
Explosives Industry Newsletter- December 2009,https://www.atf.gov/file/56571/download
Grant Writing Tips,https://www.justice.gov/sites/default/files/ovw/legacy/2009/11/19/grant-writing-tips.pdf
ATF Ruling 2009-5- Firearms Manufacturing Activities Identification Markings of Firearms,https://www.atf.gov/file/55476/download
Federal Firearms Licensees Newsletter - November 2009,https://www.atf.gov/file/56446/download
All FELs-July2009-Open Letter-Ammonium Perchlorate Composite Propellant (APCP),https://www.atf.gov/file/60711/download
Tennessee-July2009-Open Letter-Passage of the Tennessee Firearms Freedom Act,https://www.atf.gov/file/60701/download
Montana-July2009-Open Letter-Guidance Regarding Montana Firearms Freedom Act,https://www.atf.gov/file/60696/download
All FFLs-July2009-Open Letter-Selling or Delivering Firearms Frames or Receivers,https://www.atf.gov/file/60686/download
ADA and the Rights of Persons with HIV/AIDS ,https://www.ada.gov/qahivaids_license.htm
Expanding Your Market: Maintaining Accessible Features in Retail Establishments,https://www.ada.gov/business/retail_access.htm
Explosives Industry Newsletter- June 2009,https://www.atf.gov/file/56566/download
Persons Adjudicated as a Mental Defective or Committed to a Mental Institution and Federal Firearms Prohibitions (ATF I 3310.4),https://www.atf.gov/file/58791/download
ATF National Firearms Act Handbook (ATF P 5320.8)- Revised April 2009,https://www.atf.gov/file/58251/download
Accessible Information Exchange: Meeting on a Level Playing Field,https://www.ada.gov/business/accessiblemtg.htm
Expanding Your Market: Maintaining Accessibility in Museums,https://www.ada.gov/business/museum_access.htm
5290.15 Intake Screening,https://www.bop.gov/policy/progstat/5290_015.pdf
5162.05 Categorization of Offenses,https://www.bop.gov/policy/progstat/5162_005.pdf
All FELs-Open Letter-Advisory Notice to All Explosives Industry Members,https://www.atf.gov/file/88306/download
All FELs-Feb2009-Open Letter-Security Checklist,https://www.atf.gov/file/88736/download
All FFLs-Jan2009-Open Letter-Reporting Theft or Loss of Firearms from Inventory,https://www.atf.gov/file/60871/download
ATF Ruling 2009-1- Firearms Manufacturing Activities-Camouflaging or Engraving Firearms,https://www.atf.gov/file/55461/download
ATF Ruling 2009-2- Installation of Drop In Replacement Parts,https://www.atf.gov/file/55466/download
Regulation of Explosives in Transit,https://www.atf.gov/file/22001/download
All FFLs-Jan2009-Open Letter-Use and Acceptance of Electronically Transmitted Permanent Change of Station (PCS) Military Orders,https://www.atf.gov/file/60866/download
Federal Firearms Licensees Newsletter - November 2008,https://www.atf.gov/file/56441/download
5251.06 Inmate Work and Performance Pay,https://www.bop.gov/policy/progstat/5251_006.pdf
Explosives Industry Newsletter- September 2008,https://www.atf.gov/file/56561/download
All FFLs-Aug2008-Open Letter-Guidelines for Natural Disasters,https://www.atf.gov/file/83711/download
ATF Ruling 2008-2- Computerized Records,https://www.atf.gov/file/55441/download
All FFLs-Aug2008-Open Letter-Clarification for FFLs on Obtaining a Marking Variance,https://www.atf.gov/file/83716/download
South Carolina-Aug2008-Open Letter-Amendment to South Carolina Law Prohibiting Handgun Sales to Persons Under Eighteen Years of Age,https://www.atf.gov/file/83721/download
All FELs-Aug2008-Open Letter-Guidance for Pending Natural Disasters,https://www.atf.gov/file/84101/download
National Guidelines for Sex Offender Registration and Notification,https://smart.gov/pdfs/fr_2008_07_02.pdf
"5370.11 Recreation Programs, Inmate",https://www.bop.gov/policy/progstat/5370_011.pdf
All FFLs Jun 2008 -Open Letter-Clarification for Firearms Importers on the Importablility of Firearms Barrels,https://www.atf.gov/file/60896/download
All FFLs-May2008-Open Letter-Security Firms Temporarily Assigning Firearms to Unlicensed Employees,https://www.atf.gov/file/83726/download
Nevada-May2008-Open Letter-Nevada’s Carry Concealed Weapon (CCW) Permits No Longer Qualify as an Alternative to a NICS check,https://www.atf.gov/file/83731/download
Illinois-May2008-Open Letter-Illinois Firearms Owner Identification (FOID) Cards No Longer Qualify as an,https://www.atf.gov/file/83736/download
All FELs-May2008-Open Letter-Notification of Proposed Improvement to Fireworks Recordkeeping Process,https://www.atf.gov/file/84111/download
ATF Ruling 2008-1- Fabrique Nationale Herstal SA (FN) FNC Rifle,https://www.atf.gov/file/55436/download
All FFLs-May2008-Open Letter-Procedual Guidance for Licensed and/or Registered Importers for ATF Form 6A,https://www.atf.gov/file/60901/download
National-May2008-Open Letter-Interpretation of Fireworks Recordkeeping,https://www.atf.gov/file/88831/download
5070.12 Forensic & Other Mental Health Evaluations,https://www.bop.gov/policy/progstat/5070_012.pdf
Joint Statement of HUD and DOJ on Reasonable Modifications in Housing,https://www.justice.gov/sites/default/files/crt/legacy/2010/12/15/reasonable_modifications_mar08.pdf
5264.08 Inmate Telephone Regulations,https://www.bop.gov/policy/progstat/5264_008.pdf
Minimum Standards of Training for Campus Security Personnel and Campus Discipline and Judicial Boards,https://www.justice.gov/sites/default/files/ovw/legacy/2008/01/11/campustrainingstandards-le.pdf
Minimum Standards for Establishing a Mandatory Prevention and Education Program for All Incoming Students on Campus,https://www.justice.gov/sites/default/files/ovw/legacy/2008/01/11/campus-minimum-standards-orientation.pdf
Minimum Standards for Creating a Coordinated Community Response to Violence Against Women on Campus,https://www.justice.gov/sites/default/files/ovw/legacy/2008/01/11/standards-for-ccr.pdf
5180.05 Central Inmate Monitoring System,https://www.bop.gov/policy/progstat/5180_005.pdf
Guiding Principles for Safe Havens: Supervised Visitation and Safe Exchange,https://www.justice.gov/sites/default/files/ovw/legacy/2008/08/06/guiding-principles032608.pdf
NIJ Privacy Certificate Guidance,https://www.nij.gov/funding/humansubjects/pages/privacy-certificate-guidance.aspx
"All FFLs-Oct2007-Open Letter-Availability of the Personal Firearms Record, ATF Form 3312.8",https://www.atf.gov/file/83756/download
All FFLs-June2007-Open Letter-Post Office (P.O.) Boxes or Rural Route Numbers as a Residence Address,https://www.atf.gov/file/60941/download
ATF Ruling 2007-4- Computerized Acquisition and Disposition Record,https://www.atf.gov/file/55431/download
Kentucky-Jun2007-Open Letter-Amendment to What was Formerly Known as Kentucky’s Contiguous State Law,https://www.atf.gov/file/60956/download
5522.03 Whole Body Imaging,https://www.bop.gov/policy/progstat/5522_003.pdf
All FFLs-May2007-Open Letter-Guidelines for Natural Disasters,https://www.atf.gov/file/83741/download
All States' Attorney General-May2007-Open Letter-Adjudicated as a Mental Defective,https://www.atf.gov/file/83751/download
Brochure- ATF Disclosure Of Firearms Trace Data (ATF P 3312.11),https://www.atf.gov/file/58621/download
5324.08 Suicide Prevention Program,https://www.bop.gov/policy/progstat/5324_008.pdf
Expanding Your Market: Gathering Input from Customers with Disabilities,https://www.ada.gov/custinfo.htm
ATF Ruling 2007-3- Preloading and Temporary Storage of Blasting Agents on Bulk Delivery Vehicles,https://www.atf.gov/file/55421/download
ATF Ruling 2007-1- Maintaining Required Explosives Records in Computerized Form,https://www.atf.gov/file/55401/download
ATF Ruling 2007-2- Temporary Storage of Display Fireworks,https://www.atf.gov/file/55411/download
Federal Firearms Licensees Newsletter - January 2007,https://www.atf.gov/file/56436/download
ATF Ruling 2006-2- Classification of Devices Exclusively Designed to Increase the Rate of Fire of a Semiautomatic Firearm,https://www.atf.gov/file/55391/download
ADA Best Practices Tool Kit for State and Local Governments,https://www.ada.gov/pcatoolkit/toolkitmain.htm
Accessible Customer Service Practices for Hotel Guests With Disabilities,https://www.ada.gov/accesscust.htm
Brochure- Gun Free School Zone Notice (ATF P 5310.1),https://www.atf.gov/file/58691/download
Explosives Industry Newsletter- September 2006,https://www.atf.gov/file/56556/download
Tribal Law Enforcement-July2006-Open Letter-Misdemeanor Crime of Domestic Violence,https://www.atf.gov/file/61011/download
ADA Guide for Local Governments: Making Emergency Programs Accessible,https://www.ada.gov/emergencyprep.htm
Kentucky-July2006-Open Letter-Kentucky Carry Concealed Deadly Weapon License Qualifies as Alternative to NICS Check,https://www.atf.gov/file/84796/download
Expanding Your Market: Customers with Disabilities Mean Business,https://www.ada.gov/busstat.htm
Georgia-July2006-Open Letter-Georgia's Concealed Weapons Permit Again Qualifies as Alternative to NICS Check,https://www.atf.gov/file/84811/download
Expanding Your Market: Building a Diverse Customer Base,https://www.ada.gov/civilrights.htm
National-May2006-Open Letter-Flare Inserts-Any Other Weapon,https://www.atf.gov/file/97296/download
All FFLs-May2006-Open Letter-Adding a Vertical Fore Grip to a Handgun,https://www.atf.gov/file/97256/download
New York-May2006-Open Letter-New York's License to Carry and Possess Handguns No Longer Qualifies as Alternative to NICS Check,https://www.atf.gov/file/61021/download
All FFLs-Apr2006-Open Letter-Child Safety Lock Act of 2005,https://www.atf.gov/file/84821/download
5884.03 Good Conduct Time Under the Prison Litigation Reform Act,https://www.bop.gov/policy/progstat/5884_003.pdf
All FFLs-Mar2006-Open Letter-Filing National Firearms Act (NFA) Transaction Forms by Facsimile Transmission,https://www.atf.gov/file/84831/download
Expanding Your Market: Accessibility Benefits Older Adult Customers ,https://www.ada.gov/olderaccess.htm
Federal Firearms Licensees Newsletter - March 2006,https://www.atf.gov/file/56431/download
All FFLs-Jan2006-Open Letter-Certain Firearms Transfers Affected by the Change to the Atomic Energy Act of 1954,https://www.atf.gov/file/84836/download
All FFLs-Jan2006-Open Letter-Change to the Look of the Federal Firearms License (FFL),https://www.atf.gov/file/84841/download
Nevada-Jan2006-Open Letter-Nevada’s Carry Concealed Weapon (CCW) Permits Again Qualify as Alternative to NICS Check,https://www.atf.gov/file/61046/download
ADA Guide for Law Enforcement: Communicating with People Who are Deaf,https://www.ada.gov/lawenfcomm.htm
Model Policy for Law Enforcement on Communicating with People Who are Deaf  (PDF),https://www.ada.gov/lawenfmodpolicy.pdf
Model Policy for Law Enforcement on Communicating with People Who are Deaf (HTML),https://www.ada.gov/lawenfmodpolicy.htm
SORNA Implementation Documents,https://www.smart.gov/pdfs/sorna/SORNAImplementationDocs.pdf
Guide for Law Enforcement When Interacting With People Who Are Deaf ,https://www.ada.gov/PCALawEnfGuide.htm
Pennsylvania-Dec2005-Open Letter-Private Transfers of Firearms and Using NICS or the Pennsylvania Instant Check System (PICS),https://www.atf.gov/file/84846/download
Indiana-Dec2005-Open Letter-Procedures for Indiana FFLs Using the Revised ATF Form 4473,https://www.atf.gov/file/84851/download
Explosives Industry Newsletter- December 2005,https://www.atf.gov/file/56551/download
ATF Ruling 2005-3- Meaning of Term Inhabited Building,https://www.atf.gov/file/84011/download
All FFLs-Nov2005-Open Letter-Lawful Importation of Certain Firearm Barrels into the United States for Commercial Purposes,https://www.atf.gov/file/84856/download
Expanding Your Market: Tax Incentives for Businesses,https://www.ada.gov/taxincent.htm
Nevada-Oct2005-Open Letter-Nevada’s Carry Concealed Weapon (CCW) Permits No Longer Alternative to NICS Check,https://www.atf.gov/file/84861/download
Northern Mariana Islands-Oct2005-Open Letter-Northern Mariana Island Weapons Identification,https://www.atf.gov/file/84866/download
